INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT
Gavilan College,Gilroy,CA,36.972627,-121.569842,NULL,NULL,1166,6782
Gemological Institute of America-Carlsbad,Carlsbad,CA,33.131313,-117.318765,NULL,NULL,NULL,NULL
Glendale Community College,Glendale,CA,34.16745,-118.227666,NULL,NULL,1175,6719
Glendale Career College,Glendale,CA,34.149771,-118.254719,NULL,NULL,NULL,NULL
Golden Gate University-San Francisco,San Francisco,CA,37.789374,-122.398969,NULL,NULL,NULL,NULL
Golden West College,Huntington Beach,CA,33.732531,-118.002568,NULL,NULL,1178,7682
Graduate Theological Union,Berkeley,CA,37.87554,-122.261847,NULL,NULL,NULL,NULL
Grossmont College,El Cajon,CA,32.815246,-117.006277,NULL,NULL,1386,7196
Salon Success Academy-Riverside,Riverside,CA,33.943149,-117.391024,NULL,NULL,NULL,NULL
Hartnell College,Salinas,CA,36.675091,-121.666054,NULL,NULL,1420,8870
Harvey Mudd College,Claremont,CA,34.106515,-117.709837,0.1448,1531,56620,56620
Hilltop Beauty School,Daly City,CA,37.705502,-122.461467,NULL,NULL,NULL,NULL
Holy Names University,Oakland,CA,37.802276,-122.187804,0.7004,849,39316,39316
Pacifica Graduate Institute,Carpinteria,CA,34.420881,-119.580414,NULL,NULL,NULL,NULL
Humboldt State University,Arcata,CA,40.877481,-124.078293,0.7679,1074,7675,19555
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,38.011489,-121.316918,NULL,NULL,14292,14292
Imperial Valley College,Imperial,CA,32.827209,-115.503563,NULL,NULL,1125,6093
Institute for Business and Technology,Santa Clara,CA,37.368642,-121.969541,NULL,NULL,NULL,NULL
Interior Designers Institute,Newport Beach,CA,33.641393,-117.865722,NULL,NULL,18250,18250
Toni & Guy Hairdressing Academy-Santa Monica,Santa Monica,CA,34.017276,-118.494755,NULL,NULL,NULL,NULL
Irvine Valley College,Irvine,CA,33.675381,-117.777539,NULL,NULL,1142,8054
Bellus Academy-El Cajon,El Cajon,CA,32.794072,-116.94627,NULL,NULL,NULL,NULL
John F. Kennedy University,Pleasant Hill,CA,37.956616,-122.054761,NULL,NULL,8500,8500
American Jewish University,Los Angeles,CA,34.128153,-118.471706,0.96,NULL,31946,31946
Reedley College,Reedley,CA,36.605428,-119.458555,NULL,NULL,1304,7568
Life Pacific University,San Dimas,CA,34.098705,-117.829388,0.9568,1002,15654,15654
University of La Verne,La Verne,CA,34.100855,-117.773262,0.5089,1120,43050,43050
Laguna College of Art and Design,Laguna Beach,CA,33.561448,-117.772564,0.8093,NULL,30700,30700
Lake Tahoe Community College,South Lake Tahoe,CA,38.926797,-119.972574,NULL,NULL,1224,7932
Lancaster Beauty School,Lancaster,CA,34.694914,-118.147547,NULL,NULL,NULL,NULL
Laney College,Oakland,CA,37.797257,-122.26283,NULL,NULL,1254,7806
Lassen Community College,Susanville,CA,40.432053,-120.633271,NULL,NULL,1127,7319
Life Chiropractic College West,Hayward,CA,37.638099,-122.117619,NULL,NULL,NULL,NULL
Lincoln University,Oakland,CA,37.804788,-122.269745,NULL,NULL,11110,11110
Southern California Seminary,El Cajon,CA,32.799614,-116.905461,NULL,NULL,17540,17540
La Sierra University,Riverside,CA,33.910704,-117.500054,0.4709,1022,32778,32778
Loma Linda University,Loma Linda,CA,34.051241,-117.260605,NULL,NULL,NULL,NULL
Long Beach City College,Long Beach,CA,33.833593,-118.135633,NULL,NULL,1174,7750
Southern California University of Health Sciences,Whittier,CA,33.922966,-117.983401,NULL,NULL,7000,7000
Los Angeles Harbor College,Wilmington,CA,33.784201,-118.28186,NULL,NULL,1220,7746
Los Angeles Pierce College,Woodland Hills,CA,34.183949,-118.575071,NULL,NULL,1220,7746
Los Angeles Southwest College,Los Angeles,CA,33.929586,-118.304674,NULL,NULL,1220,7746
Los Angeles Trade Technical College,Los Angeles,CA,34.031907,-118.269447,NULL,NULL,1220,7746
Los Angeles Valley College,Valley Glen,CA,34.175165,-118.421734,NULL,NULL,1220,7746
The Master's University and Seminary,Santa Clarita,CA,34.381755,-118.518193,0.7688,1143,25390,25390
Los Angeles City College,Los Angeles,CA,34.087301,-118.292169,NULL,NULL,1220,7746
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,34.062647,-118.211852,NULL,NULL,NULL,NULL
Los Angeles Mission College,Sylmar,CA,34.314668,-118.4195,NULL,NULL,1220,7746
Los Medanos College,Pittsburg,CA,38.006474,-121.860967,NULL,NULL,1312,8564
Loyola Marymount University,Los Angeles,CA,33.97085,-118.415744,0.4713,1321,48522,48522
Lu Ross Academy,Ventura,CA,34.278034,-119.293952,NULL,NULL,NULL,NULL
Lyle's College of Beauty,Bakersfield,CA,35.386539,-119.02387,NULL,NULL,NULL,NULL
Lyle's College of  Beauty,Fresno,CA,36.836265,-119.774167,NULL,NULL,NULL,NULL
Lytles Redwood Empire Beauty College Inc,Santa Rosa,CA,38.508385,-122.75777,1,NULL,NULL,NULL
MTI Business College Inc,Stockton,CA,38.007885,-121.308445,NULL,NULL,NULL,NULL
MTI College,Sacramento,CA,38.661377,-121.342568,0.7857,NULL,NULL,NULL
College of Marin,Kentfield,CA,37.954897,-122.549149,NULL,NULL,1492,9712
Marymount California University,Rancho Palos Verdes,CA,33.734887,-118.333371,NULL,NULL,36134,36134
Mendocino College,Ukiah,CA,39.188989,-123.228809,NULL,NULL,1423,7783
Menlo College,Atherton,CA,37.453475,-122.190797,0.4548,1042,42800,42800
Merced College,Merced,CA,37.3353,-120.476464,NULL,NULL,1150,6115
Merritt College,Oakland,CA,37.789088,-122.167335,NULL,NULL,1254,7806
Mills College,Oakland,CA,37.781425,-122.182294,0.8554,1158,30257,30257
MiraCosta College,Oceanside,CA,33.190483,-117.302606,NULL,NULL,1336,6768
Mission College,Santa Clara,CA,37.391935,-121.980783,NULL,NULL,1192,6280
Modern Beauty Academy,Oxnard,CA,34.195384,-119.181423,NULL,NULL,NULL,NULL
Modesto Junior College,Modesto,CA,37.651056,-121.009792,NULL,NULL,1166,7358
Moler Barber College,Oakland,CA,37.827075,-122.265352,NULL,NULL,NULL,NULL
Middlebury Institute of International Studies at Monterey,Monterey,CA,36.599736,-121.897325,NULL,NULL,NULL,NULL
Monterey Peninsula College,Monterey,CA,36.590558,-121.884931,NULL,NULL,1176,7368
Moorpark College,Moorpark,CA,34.301146,-118.834528,NULL,NULL,1388,7050
Mt San Antonio College,Walnut,CA,34.047764,-117.846629,NULL,NULL,1350,9414
Mount Saint Mary's University,Los Angeles,CA,34.085315,-118.482879,0.8382,1031,41170,41170
Mt San Jacinto Community College District,San Jacinto,CA,33.806748,-116.971169,NULL,NULL,1386,10026
Musicians Institute,Hollywood,CA,34.101265,-118.337582,0.7564,NULL,24030,24030
Napa Valley College,Napa,CA,38.274081,-122.274381,NULL,NULL,1142,6758
National Holistic Institute,Emeryville,CA,37.841898,-122.287672,NULL,NULL,NULL,NULL
National University,La Jolla,CA,32.909894,-117.243026,NULL,NULL,13320,13320
Naval Postgraduate School,Monterey,CA,36.597159,-121.874248,NULL,NULL,NULL,NULL
Newschool of Architecture and Design,San Diego,CA,32.71331,-117.153305,1,NULL,27501,27501
Newberry School of Beauty,Granada Hills,CA,34.256683,-118.499693,NULL,NULL,NULL,NULL
North Adrian's College of Beauty Inc,Modesto,CA,37.677778,-120.992753,NULL,NULL,NULL,NULL
North-West College-Pomona,Pomona,CA,34.062043,-117.751227,NULL,NULL,NULL,NULL
North-West College-West Covina,West Covina,CA,34.072071,-117.949583,1,NULL,NULL,NULL
North-West College-Van Nuys,Van Nuys,CA,34.189497,-118.450184,NULL,NULL,NULL,NULL
Notre Dame de Namur University,Belmont,CA,37.517111,-122.284794,0.8152,983,35350,35350
Occidental College,Los Angeles,CA,34.127124,-118.210908,0.373,1368,54686,54686
Ohlone College,Fremont,CA,37.52773,-121.916339,NULL,NULL,1164,6828
Orange Coast College,Costa Mesa,CA,33.66927,-117.909086,NULL,NULL,1186,7978
Otis College of Art and Design,Los Angeles,CA,33.956607,-118.416615,0.9441,1158,46860,46860
Oxnard College,Oxnard,CA,34.166104,-119.157604,NULL,NULL,1388,7050
Hope International University,Fullerton,CA,33.87616,-117.88573,0.2945,1022,33400,33400
Concorde Career College-San Diego,San Diego,CA,32.702814,-117.102845,0.9066,NULL,NULL,NULL
Palo Alto University,Palo Alto,CA,37.382216,-122.187437,NULL,NULL,NULL,NULL
Pacific Oaks College,Pasadena,CA,34.153382,-118.151323,0.3095,NULL,13688,13688
Pacific School of Religion,Berkeley,CA,37.87669,-122.263155,NULL,NULL,NULL,NULL
Pacific States University,Los Angeles,CA,34.061315,-118.298408,NULL,NULL,16065,16065
Pacific Union College,Angwin,CA,38.570585,-122.440308,0.4944,1080,30060,30060
University of the Pacific,Stockton,CA,37.981424,-121.312301,0.6348,1240,48164,48164
Palo Verde College,Blythe,CA,33.661538,-114.651698,NULL,NULL,1288,9120
Palomar College,San Marcos,CA,33.149483,-117.183978,NULL,NULL,1338,8702
Pasadena City College,Pasadena,CA,34.144552,-118.118196,NULL,NULL,1166,7548
Pepperdine University,Malibu,CA,34.037786,-118.707077,0.3565,1330,53932,53932
Pitzer College,Claremont,CA,34.104107,-117.706675,0.1333,NULL,54056,54056
Platt College-San Diego,San Diego,CA,32.76373,-117.063483,NULL,NULL,17235,17235
Point Loma Nazarene University,San Diego,CA,32.718391,-117.250265,0.6893,1240,35700,35700
Pomona College,Claremont,CA,34.099027,-117.714556,0.0761,1468,52780,52780
Porterville College,Porterville,CA,36.049256,-119.014368,NULL,NULL,1322,7286
Professional Institute of Beauty,El Monte,CA,34.075561,-118.039028,NULL,NULL,NULL,NULL
Santa Ana College,Santa Ana,CA,33.759309,-117.887558,NULL,NULL,1160,8960
Pardee RAND Graduate School,Santa Monica,CA,34.00973,-118.490655,NULL,NULL,NULL,NULL
Shasta School of Cosmetology,Redding,CA,40.597114,-122.387248,NULL,NULL,NULL,NULL
University of Redlands,Redlands,CA,34.064218,-117.163218,0.7475,1189,49504,49504
College of the Redwoods,Eureka,CA,40.698427,-124.195293,NULL,NULL,1182,6822
Salon Success Academy-Upland,Upland,CA,34.108247,-117.631783,NULL,NULL,NULL,NULL
Salon Success Academy-Corona,Corona,CA,33.847649,-117.535638,NULL,NULL,NULL,NULL
Rio Hondo College,Whittier,CA,34.019821,-118.033506,NULL,NULL,1360,6624
Riverside City College,Riverside,CA,33.970918,-117.384323,NULL,NULL,1420,9160
Rosemead Beauty School,Rosemead,CA,34.080756,-118.082793,NULL,NULL,NULL,NULL
Dongguk University-Los Angeles,Los Angeles,CA,34.06597,-118.289523,NULL,NULL,NULL,NULL
Sacramento City College,Sacramento,CA,38.541096,-121.491139,NULL,NULL,1104,8712
Saddleback College,Mission Viejo,CA,33.553346,-117.665584,NULL,NULL,1328,9392
Samuel Merritt University,Oakland,CA,37.82029,-122.266331,NULL,NULL,NULL,NULL
San Diego City College,San Diego,CA,32.717403,-117.152733,NULL,NULL,1144,7024
San Diego Mesa College,San Diego,CA,32.803825,-117.169165,NULL,NULL,1144,7024
San Diego Miramar College,San Diego,CA,32.909757,-117.120261,NULL,NULL,1144,7024
San Diego State University,San Diego,CA,32.77525,-117.071228,0.3458,1213,7488,19340
University of San Diego,San Diego,CA,32.770816,-117.192073,0.5292,1285,49358,49358
San Francisco Art Institute,San Francisco,CA,37.803575,-122.417,0.9487,NULL,46534,46534
San Francisco Conservatory of Music,San Francisco,CA,37.775543,-122.420292,0.4521,NULL,46210,46210
San Francisco State University,San Francisco,CA,37.721224,-122.476799,0.7176,1054,7260,19140
San Francisco Theological Seminary,San Anselmo,CA,37.969952,-122.565407,NULL,NULL,NULL,NULL
University of San Francisco,San Francisco,CA,37.776618,-122.450477,0.6455,1237,48066,48066
San Joaquin College of Law,Clovis,CA,36.82448,-119.697657,NULL,NULL,NULL,NULL
San Joaquin Delta College,Stockton,CA,37.995129,-121.318266,NULL,NULL,1288,8848
San Joaquin Valley College-Visalia,Visalia,CA,36.328049,-119.384981,NULL,NULL,NULL,NULL
William Jessup University,Rocklin,CA,38.819728,-121.292312,0.5853,1084,33550,33550
San Jose City College,San Jose,CA,37.315827,-121.926185,NULL,NULL,1358,7994
San Jose State University,San Jose,CA,37.336569,-121.880621,0.5466,1143,7796,19676
College of San Mateo,San Mateo,CA,37.535698,-122.334801,NULL,NULL,1344,6300
Santa Barbara Business College-Bakersfield,Bakersfield,CA,35.359544,-119.061264,NULL,NULL,11658,11658
Santa Barbara Business College-Santa Maria,Santa Maria,CA,34.937806,-120.433296,NULL,NULL,11658,11658
Santa Barbara City College,Santa Barbara,CA,34.406788,-119.698045,NULL,NULL,1374,8326
Santa Clara University,Santa Clara,CA,37.348362,-121.93784,0.4991,1366,51711,51711
Santa Monica College,Santa Monica,CA,34.017022,-118.469765,NULL,NULL,1142,8918
Santa Rosa Junior College,Santa Rosa,CA,38.45709,-122.718974,NULL,NULL,1328,8174
Saybrook University,Pasadena,CA,34.153103,-118.152155,NULL,NULL,NULL,NULL
Scripps College,Claremont,CA,34.104147,-117.711294,0.2424,1409,55024,55024
College of the Sequoias,Visalia,CA,36.323877,-119.315182,NULL,NULL,1390,7690
Shasta Bible College and Graduate School,Redding,CA,40.566034,-122.314419,1,NULL,12060,12060
Shasta College,Redding,CA,40.625731,-122.317982,NULL,NULL,1185,6801
Sierra College,Rocklin,CA,38.790773,-121.211688,NULL,NULL,1144,6214
Sierra College of Beauty,Merced,CA,37.306975,-120.495874,NULL,NULL,NULL,NULL
Trinity Law School,Santa Ana,CA,33.766071,-117.852059,NULL,NULL,NULL,NULL
Simpson University,Redding,CA,40.61334,-122.332981,0.5,1078,30200,30200
College of the Siskiyous,Weed,CA,41.413005,-122.38909,NULL,NULL,1156,7348
Charles A Jones Career and Education Center,Sacramento,CA,38.516233,-121.440796,NULL,NULL,NULL,NULL
Skyline College,San Bruno,CA,37.63042,-122.467335,NULL,NULL,1461,8241
San Bernardino Valley College,San Bernardino,CA,34.086353,-117.313248,NULL,NULL,1238,5500
Saint Mary's College of California,Moraga,CA,37.840731,-122.109031,0.7719,1174,47280,47280
Solano Community College,Fairfield,CA,38.235881,-122.122368,NULL,NULL,1140,6324
Sonoma State University,Rohnert Park,CA,38.340274,-122.677066,0.8965,1072,7798,19678
South Baylo University,Anaheim,CA,33.848216,-117.958727,NULL,NULL,NULL,NULL
South Coast College,Orange,CA,33.78818,-117.874031,NULL,NULL,12665,12665
Vanguard University of Southern California,Costa Mesa,CA,33.662686,-117.900911,0.4017,1039,33720,33720
Concorde Career College-Garden Grove,Garden Grove,CA,33.774741,-117.938395,0.9732,NULL,NULL,NULL
Southwestern College,Chula Vista,CA,32.640281,-116.996803,NULL,NULL,1338,6602
St John's Seminary,Camarillo,CA,34.243921,-119.001867,NULL,NULL,NULL,NULL
Starr King School for the Ministry,Berkeley,CA,37.876939,-122.261778,NULL,NULL,NULL,NULL
Marshall B Ketchum University,Fullerton,CA,33.889348,-117.886229,NULL,NULL,NULL,NULL
Southern California Institute of Architecture,Los Angeles,CA,34.044215,-118.232799,NULL,NULL,44960,44960
University of Southern California,Los Angeles,CA,34.021281,-118.284169,0.1296,1445,56225,56225
Southwestern Law School,Los Angeles,CA,34.061558,-118.288375,NULL,NULL,NULL,NULL
Taft College,Taft,CA,35.149343,-119.459751,NULL,NULL,1410,8430
Claremont School of Theology,Claremont,CA,34.107602,-117.715256,NULL,NULL,NULL,NULL
Thomas Aquinas College,Santa Paula,CA,34.429009,-119.087141,0.7773,1307,25000,25000
Epic Bible College,Sacramento,CA,38.645152,-121.362642,NULL,NULL,9689,9689
United Education Institute-Huntington Park Campus,Huntington Park,CA,33.986057,-118.226206,NULL,NULL,NULL,NULL
Concorde Career College-San Bernardino,San Bernardino,CA,34.066823,-117.283995,0.7972,NULL,NULL,NULL
Concorde Career College-North Hollywood,North Hollywood,CA,34.186407,-118.403627,0.8384,NULL,NULL,NULL
Ventura College,Ventura,CA,34.277393,-119.230604,NULL,NULL,1388,7050
The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,34.25747,-119.232988,NULL,NULL,NULL,NULL
Victor Valley College,Victorville,CA,34.472231,-117.261456,NULL,NULL,1126,6214
Berkeley City College,Berkeley,CA,37.869769,-122.269877,NULL,NULL,1254,7806
Walden University,Minneapolis,MN,44.98125,-93.265738,NULL,NULL,12120,12120
Waynes College of Beauty,Salinas,CA,36.700635,-121.652672,NULL,NULL,NULL,NULL
West Hills College-Coalinga,Coalinga,CA,36.147891,-120.356747,NULL,NULL,1380,11130
West Los Angeles College,Culver City,CA,34.004512,-118.386664,NULL,NULL,1220,7746
West Valley College,Saratoga,CA,37.26398,-122.008324,NULL,NULL,1463,5243
Carrington College-Sacramento,Sacramento,CA,38.556151,-121.371331,0.887,NULL,NULL,NULL
Westminster Theological Seminary in California,Escondido,CA,33.121447,-117.046371,NULL,NULL,NULL,NULL
Westmont College,Santa Barbara,CA,34.450151,-119.662517,0.6241,1249,45304,45304
Whittier College,Whittier,CA,33.978773,-118.032299,0.7595,1126,48086,48086
Woodbury University,Burbank,CA,34.208011,-118.341147,0.6566,1056,39790,39790
The Wright Institute,Berkeley,CA,37.868221,-122.253168,NULL,NULL,NULL,NULL
Thomas Jefferson School of Law,San Diego,CA,32.717595,-117.157862,NULL,NULL,NULL,NULL
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,34.085465,-118.346613,0.7113,NULL,14700,14700
Yuba College,Marysville,CA,39.126536,-121.53964,NULL,NULL,1124,6404
The Salon Professional Academy-Grand Junction,Grand Junction,CO,39.078114,-108.56521,NULL,NULL,NULL,NULL
Adams State University,Alamosa,CO,37.473636,-105.879642,0.9865,994,9440,20456
Aims Community College,Greeley,CO,40.409559,-104.763415,NULL,NULL,1835,10424
Arapahoe Community College,Littleton,CO,39.607505,-105.018631,NULL,NULL,3918,15006
Bel-Rea Institute of Animal Technology,Denver,CO,39.686194,-104.876207,0.2415,NULL,12338,12338
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,39.745149,-104.837722,0.6363,1132,9283,25771
University of Colorado Colorado Springs,Colorado Springs,CO,38.892735,-104.800296,0.9118,1123,8523,20067
Spartan College of Aeronautics and Technology,Broomfield,CO,39.914822,-105.119096,NULL,NULL,15190,15190
University of Colorado Boulder,Boulder,CO,40.008781,-105.270823,0.8154,1281,12532,37286
Colorado Christian University,Lakewood,CO,39.71388,-105.09456,NULL,NULL,31866,31866
Colorado College,Colorado Springs,CO,38.84886,-104.822697,0.15,NULL,55470,55470
Concorde Career College-Aurora,Aurora,CO,39.718699,-104.867089,0.7273,NULL,NULL,NULL
Colorado Mountain College,Glenwood Springs,CO,39.54636,-107.324441,NULL,NULL,2220,11172
Colorado Northwestern Community College,Rangely,CO,40.081112,-108.790048,NULL,NULL,4018,6401
Colorado School of Mines,Golden,CO,39.751443,-105.223364,0.4919,1383,18964,38584
Colorado School of Trades,Lakewood,CO,39.74181,-105.104174,0.9688,NULL,NULL,NULL
Colorado State University-Fort Collins,Fort Collins,CO,40.574805,-105.080732,0.8387,1197,11707,29608
Colorado Technical University-Colorado Springs,Colorado Springs,CO,38.894265,-104.833928,NULL,NULL,11960,11960
Community College of Aurora,Aurora,CO,39.71788,-104.802673,NULL,NULL,3826,14914
CollegeAmerica-Denver,Denver,CO,39.691571,-104.941168,NULL,NULL,16972,16972
Technical College of the Rockies,Delta,CO,38.702524,-108.031072,NULL,NULL,NULL,NULL
Community College of Denver,Denver,CO,39.741413,-105.001044,NULL,NULL,4750,15830
Lincoln College of Technology-Denver,Denver,CO,39.77651,-104.856171,NULL,NULL,NULL,NULL
Denver Seminary,Littleton,CO,39.600595,-105.022363,NULL,NULL,NULL,NULL
University of Denver,Denver,CO,39.678005,-104.963259,0.5647,1300,50556,50556
Emily Griffith Technical College,Denver,CO,39.74575,-104.985751,NULL,NULL,NULL,NULL
Fort Lewis College,Durango,CO,37.275939,-107.867422,0.9092,1094,9040,19696
Front Range Community College,Westminster,CO,39.901452,-105.038068,NULL,NULL,3986,15074
